Chrom,Midpoint,Exp
chrV,20658485,37.2014824559965
chrV,20657832,2.709265021298149
chrV,20657658,45.50597814504897
chrV,20657575,67.3176094078799
chrV,20656327,2.8661327325963795
chrV,20654137,53.747494050739746
chrV,20653653,65.13968375813202
chrV,20652452,5.190447637621424
chrV,20650825,43.108567536122514
chrV,20649886,1.797136716624674
chrV,20649669,85.68324313683769
chrV,20647565,61.897040520237
chrV,20646852,6.847272582951202
chrV,20646644,97.38682007255593
chrV,20645419,74.49253718632721
chrV,20644433,20.570489090392467
chrV,20643706,27.30149255629153
chrV,20642465,74.69687369202661
chrV,20642192,88.62152542118667
chrV,20641520,27.345846783916212
chrV,20640511,97.66222738016099
chrV,20638019,2.766570893943053
chrV,20635458,10.053719631056332
chrV,20632395,23.841514443332727
chrV,20632034,92.85645370273197
chrV,20630549,54.86845302485458
chrV,20629952,28.087996976749015
chrV,20623550,68.78208228146222
chrV,20623414,10.636819723172142
chrV,20622290,59.842812945833096
chrV,20620758,10.509515926264235
chrV,20620350,62.30779662979662
chrV,20620317,55.38199849040427
chrV,20619758,79.52156332499315
chrV,20619299,2.8045696825884066
chrV,20616866,94.03136722308061
chrV,20615778,47.73047263299221
chrV,20615671,96.46484195629586
chrV,20615497,8.912016493381023
chrV,20615395,52.161376751920145
chrV,20614798,17.280604129232575
chrV,20614164,48.828367858455366
chrV,20613976,98.38235816851068
chrV,20610379,44.299607634372585
chrV,20610323,83.60031817664097
chrV,20610311,32.63388032661692
chrV,20610094,63.685692730369155
chrV,20609532,31.441139104278975
chrV,20609418,28.45706315500764
chrV,20608613,30.423631113403378
chrV,20607630,86.8126390698752
chrV,20607274,44.966039416536745
chrV,20607030,71.0623374049005
chrV,20605980,31.460229858316904
chrV,20602728,24.14901422374384
chrV,20598384,52.774575405465235
chrV,20597992,39.536059363033466
chrV,20597620,21.779727064203325
chrV,20597403,46.76271664419967
chrV,20595351,69.33563526864378
chrV,20593723,20.11230544052088
chrV,20592813,37.32678942479635
chrV,20592516,25.629504148285346
chrV,20592393,2.677387761178902
chrV,20591128,24.172561965543814
chrV,20591099,21.788792950996864
chrV,20591055,48.68292321855723
chrV,20591004,84.5971569462661
chrV,20590910,71.52103138700093
chrV,20589575,60.560055165253374
chrV,20589554,1.7200957072691985
chrV,20589458,28.86198790132796
chrV,20589019,98.82938884283759
chrV,20588884,92.87815767490277
chrV,20588300,65.12152655531038
chrV,20588102,71.76849449703872
chrV,20587381,51.01123643761631
chrV,20587087,80.40914136518332
chrV,20586913,32.113169527174875
chrV,20586843,38.725987386433424
chrV,20586386,64.2736413039008
chrV,20586254,87.24371518324627
chrV,20586041,2.953359033195075
chrV,20585987,7.666240025056824
chrV,20585864,24.013729001221556
chrV,20585795,56.82909029743803
chrV,20585728,97.74202152037188
chrV,20585663,81.23731657173315
chrV,20585658,33.87899409853983
chrV,20585573,25.42996155096036
chrV,20585366,22.03505936570275
chrV,20585287,95.23708966914097
chrV,20585198,83.84303085251881
chrV,20584422,39.75435427219193
chrV,20584134,14.126890618105131
chrV,20583974,12.979498336223264
chrV,20583591,70.67952985259171
chrV,20583156,41.38064255497221
chrV,20581921,99.81285064327696
chrV,20579906,92.55891598036398
chrV,20578616,28.384140826690402
chrV,20577302,53.082292235325525
chrV,20576901,99.5508633739104
chrV,20574307,39.54239169901891
chrV,20573117,18.564105338609153
chrV,20572751,98.05746323100475
chrV,20571975,16.47974981494815
chrV,20571200,7.859388055616889
chrV,20569778,1.7637937835516406
chrV,20569132,35.66654740970541
chrV,20568207,83.29796713200868
chrV,20567908,7.790931500708376
chrV,20567655,62.11805705159202
chrV,20565023,44.17123438080572
chrV,20564955,16.449011283270426
chrV,20564220,53.922338532486194
chrV,20563294,92.52163931796701
chrV,20562995,83.28996336352414
chrV,20562742,10.417572099284342
chrV,20559132,53.480443367443414
chrV,20558765,4.3332722828821995
chrV,20557339,50.84137138540699
chrV,20556775,52.70086260648947
chrV,20556724,98.10811773475275
chrV,20553573,23.291920531275302
chrV,20552079,41.067437814044375
chrV,20549990,81.19452227432403
chrV,20548348,21.430730097933036
chrV,20547944,92.47394845481367
chrV,20547214,95.41404790233572
chrV,20544569,45.158873931953885
chrV,20544235,41.024035275261326
chrV,20544178,66.69329537906512
chrV,20543507,52.109007321245734
chrV,20543120,12.696806241764913
chrV,20542879,31.297996470821957
chrV,20542710,23.730970824819256
chrV,20541562,94.69199841500121
chrV,20540340,1.9875329029865578
chrV,20538936,41.55929440820573
chrV,20538723,54.34944857536617
chrV,20538519,45.690866627546406
chrV,20537401,31.457890443219117
chrV,20537216,88.63244698181995
chrV,20536386,31.325672268118556
chrV,20536041,79.28283319167343
chrV,20535584,31.99433626829165
chrV,20535420,8.624278657034527
chrV,20534551,57.37575242525799
chrV,20534477,39.070951990637504
chrV,20534423,20.056317175356497
chrV,20533760,51.504618199127194
chrV,20531567,4.087568652773355
chrV,20530704,64.51989213482544
chrV,20529618,61.2610544902941
chrV,20529470,12.355212409962206
chrV,20528086,95.19942700081194
chrV,20527288,36.40345220408342
chrV,20523021,30.67403445385323
chrV,20521582,88.82407793361644
chrV,20518813,62.31192652142285
chrV,20518591,14.73088581448725
chrV,20518354,85.7609591406741
chrV,20518048,78.9961787735368
chrV,20516109,79.94439094546055
chrV,20515877,49.14467010077414
chrV,20512541,4.2417438589409855
chrV,20511546,44.03496017604852
chrV,20510741,44.76839866302164
chrV,20508183,8.41106086680442
chrV,20504375,30.521398794675775
chrV,20503063,75.4855448260104
chrV,20502568,19.14830639258646
chrV,20498627,62.464053141006204
chrV,20498385,14.864413654683378
chrV,20497845,74.83126678570714
chrV,20497660,10.401045036107483
chrV,20496749,77.27125460628072
chrV,20496685,71.72597423100662
chrV,20496250,93.80835442950898
chrV,20495901,20.283519703849535
chrV,20494803,49.35692241559601
chrV,20494256,15.869890333052123
chrV,20492879,36.538072539013854
chrV,20492681,31.475119608275847
chrV,20491650,61.56267648736275
chrV,20491447,40.7468714693813
chrV,20490534,37.7939566292599
chrV,20490204,72.283017452265
chrV,20489520,7.549287457033173
chrV,20488044,23.273183295768217
chrV,20487977,61.866868443798566
chrV,20487557,26.258222298517893
chrV,20487392,27.715627665036614
chrV,20487145,26.96982875994145
chrV,20487083,23.952495701419657
chrV,20487021,19.324787435483664
chrV,20486264,81.29807938510926
chrV,20483220,24.113750196104448
chrV,20482853,49.11537505318021
chrV,20482611,83.01204091126255
chrV,20482267,8.252142265560344
chrV,20481712,74.74645840468824
chrV,20478408,48.97067289794064
chrV,20476698,19.927182787553203
chrV,20475514,5.199689497213734
chrV,20473286,32.027350517368035
chrV,20472771,62.546789543128426
chrV,20472599,62.2064179919607
chrV,20471807,11.275128316838684
chrV,20467339,88.73378539625782
chrV,20467077,32.51745283859152
chrV,20466891,81.8705134301112
chrV,20466723,42.9530530172526
chrV,20466029,86.2306339277229
chrV,20465715,22.804253223581476
chrV,20465450,81.90718893945666
chrV,20465024,25.194473272161968
chrV,20464603,54.91966978407206
chrV,20464227,85.54596848833661
chrV,20464021,67.65744517778033
chrV,20462230,60.08400071774098
chrV,20462091,61.79020371725614
chrV,20459452,46.52976193252627
chrV,20458747,62.48471574088859
chrV,20458525,88.86321182169475
chrV,20456949,13.319784370211213
chrV,20454888,48.3458692070028
chrV,20453747,67.84103371090822
chrV,20453714,24.96911692226465
chrV,20453466,19.764918877057813
chrV,20453241,71.34578737320965
chrV,20453085,53.747913219352256
chrV,20452850,37.102019259606514
chrV,20452534,17.69046128638778
chrV,20452344,68.20707175912864
chrV,20452153,89.56950055651659
chrV,20451532,12.67554322523153
chrV,20451267,48.949337822952025
chrV,20451222,74.40308575962102
chrV,20451071,59.71410451607372
chrV,20450293,8.957028183798531
chrV,20450202,73.32091780923008
chrV,20449214,28.797048958572557
chrV,20447735,95.69900747060731
chrV,20446956,86.0340288324735
chrV,20446702,98.45041694444869
chrV,20446618,58.76254412536898
chrV,20445479,94.85791052868476
chrV,20445318,47.07210695897062
chrV,20445015,50.886947837442655
chrV,20441895,96.12610191361625
chrV,20433230,97.62428283118082
chrV,20432268,53.50245790483864
chrV,20432183,98.53946462729965
chrV,20432095,89.88412969226502
chrV,20431960,21.43916993945406
chrV,20431423,63.516845125004515
chrV,20431242,80.05546128337376
chrV,20430738,38.47268025277898
chrV,20430622,18.80841901178485
chrV,20430595,19.579762093183092
chrV,20430431,70.69893386495096
chrV,20430218,85.81372561427645
chrV,20430210,99.22978083925732
chrV,20429820,81.33214202866
chrV,20429318,95.53779046640818
chrV,20428855,11.824002812058495
chrV,20428805,7.573518345150614
chrV,20428708,27.45054066453596
chrV,20428613,63.72139007140772
chrV,20428441,55.71451575342062
chrV,20428240,81.6700451829464
chrV,20426503,67.45452476948401
chrV,20425807,8.072557100799724
chrV,20425629,94.25398745020685
chrV,20423108,12.93423790838336
chrV,20422478,79.28435558697728
chrV,20421388,59.82893558137322
chrV,20419409,94.56965887846759
chrV,20413032,6.5761224040009205
chrV,20411214,71.17964955706691
chrV,20410118,10.247761566918934
chrV,20410089,38.040098638871655
chrV,20406946,48.17395238943587
chrV,20406380,12.266193912329719
chrV,20405854,38.25470091515207
chrV,20405213,54.60595459781177
chrV,20404135,18.137869360434028
chrV,20402201,15.89892365919696
chrV,20401444,29.60211645661527
chrV,20401224,72.13793805405054
chrV,20400932,56.47010163027919
chrV,20400757,25.839161222729995
chrV,20400686,90.47907236916114
chrV,20400429,17.50559616102155
chrV,20399451,46.16211249080296
chrV,20399270,78.72946132632035
chrV,20399039,13.83296221587181
chrV,20397764,69.2556438017193
chrV,20397173,36.988452789564555
chrV,20396738,32.392655690840286
chrV,20396546,36.91205719726208
chrV,20395930,3.5851416777045446
chrV,20395798,49.592771335724365
chrV,20395597,53.63500802123691
chrV,20395291,4.811035885611875
chrV,20395077,62.13749326335526
chrV,20394851,28.28790064396567
chrV,20394675,80.35303908509381
chrV,20393349,38.59320756131807
chrV,20388585,85.52802974062845
chrV,20386144,63.69092727060796
chrV,20384258,14.878955811342541
chrV,20383618,40.648962827578316
chrV,20382781,17.94554502978549
chrV,20382461,14.156383143770078
chrV,20382132,44.07195947776227
chrV,20381130,40.81029622442908
chrV,20380062,54.59764808835815
chrV,20379977,48.58126494286251
chrV,20379613,39.327855336099894
chrV,20378855,67.03744842525147
chrV,20377810,24.24861267693812
chrV,20377736,75.44622101311742
chrV,20376913,69.68890123517363
chrV,20376760,22.150287278519112
chrV,20376702,18.75699052497672
chrV,20375819,77.47854660927455
chrV,20375347,48.501629091566805
chrV,20375066,11.50214879643377
chrV,20373986,50.91350288677638
chrV,20370284,27.792257399904837
chrV,20369614,29.200085337271446
chrV,20368563,47.58285127235856
chrV,20366635,16.62693795292391
chrV,20366314,44.07078011645582
chrV,20366079,8.093280819904045
chrV,20365692,22.108639127960707
chrV,20362111,83.3721333645833
chrV,20360368,33.10929846946261
chrV,20357754,69.36935523048031
chrV,20356402,37.69206281115899
chrV,20356256,64.70731821938153
chrV,20355690,66.70253465137482
chrV,20355328,47.958346578271325
chrV,20354491,12.748829044023427
chrV,20353659,38.3344701845133
chrV,20353323,58.01213831977842
chrV,20353187,8.815508342809084
chrV,20351387,14.410478149532107
chrV,20350146,10.017634341675455
chrV,20349659,14.171989385794417
chrV,20346617,85.64844491243426
chrV,20344371,52.47276724807183
chrV,20343683,78.21757206261947
chrV,20343472,83.93268531147635
chrV,20343339,42.64394705736105
chrV,20343119,17.96214541329313
chrV,20342238,30.037114177862204
chrV,20340921,26.96136292547931
chrV,20340719,22.318652690961837
chrV,20340186,77.03381860220095
chrV,20339919,74.38964960458313
chrV,20339587,60.52094077744852
chrV,20339375,83.78849578848548
chrV,20338544,36.06184506550167
chrV,20337665,6.402991997346509
chrV,20337172,91.10122035809766
chrV,20336472,5.000995354650786
chrV,20336390,82.10297503152275
chrV,20335888,24.187932463413688
chrV,20334944,96.28998844424098
chrV,20334166,71.64366626911581
chrV,20333753,74.86571331541327
chrV,20333365,37.136994301977964
chrV,20332355,33.63069503848285
chrV,20332111,49.13065147160895
chrV,20331876,26.409889774709367
chrV,20330702,44.22667936344172
chrV,20330638,96.8133239688352
chrV,20329857,16.56529037532328
chrV,20328832,52.14392936248431
chrV,20328440,92.83678413545105
chrV,20327627,95.05600304706336
chrV,20327109,63.008612678346246
chrV,20327058,31.39597406939888
chrV,20326822,18.41313489901839
chrV,20326470,68.6747467444851
chrV,20326350,65.72803234806577
chrV,20325993,79.98775318895126
chrV,20325650,43.14720041712805
chrV,20325237,47.6470026692203
chrV,20324753,74.28456299695232
chrV,20324563,78.7979508603539
chrV,20324408,65.75298263028586
chrV,20323406,90.9290290480661
chrV,20322438,25.708880112526277
chrV,20319485,74.39263420635938
chrV,20319207,65.10631590842067
chrV,20318924,4.42113022443906
chrV,20317635,70.3633671760426
chrV,20317024,86.6554875531267
chrV,20316834,96.41699963598992
chrV,20316721,29.07480722257236
chrV,20316387,46.41097348337026
chrV,20316105,39.72483018362756
chrV,20314419,76.405916093196
chrV,20314093,61.9225359341238
chrV,20313742,90.8940802006961
chrV,20313253,55.80374259350354
chrV,20313000,41.77248918120947
chrV,20312482,24.012414736655302
chrV,20309840,51.06451563939005
chrV,20304481,30.888119501694028
chrV,20301880,77.3217167247903
chrV,20300242,29.503080081892474
chrV,20299946,79.88390478013231
chrV,20299089,91.28873643230594
chrV,20298955,56.598324705661156
chrV,20298415,26.490148860628484
chrV,20298345,72.3957965630016
chrV,20298196,78.29244983791786
chrV,20297895,9.242456896832588
chrV,20297752,52.35076874694277
chrV,20297535,36.37482732600749
chrV,20297362,19.85215184946732
chrV,20297277,74.43698082180785
chrV,20296932,36.729884224929634
chrV,20296494,37.46794429677425
chrV,20296048,65.31109680479543
chrV,20295589,78.58098686764114
chrV,20295160,32.88318454901366
chrV,20294973,79.09663808897272
chrV,20294792,4.894120550950845
chrV,20293351,51.645617998070115
chrV,20290281,46.421804577894676
chrV,20289769,97.99597846241832
chrV,20289624,67.62004341925575
chrV,20289362,20.412355594608268
chrV,20289065,93.4131155872924
chrV,20288932,16.649869258974658
chrV,20288535,9.781159879969266
chrV,20287402,30.53404729515611
chrV,20286806,18.264164550233566
chrV,20286377,69.44926240121906
chrV,20286320,31.34305363524899
chrV,20286138,10.577333484977958
chrV,20286076,49.89409140149956
chrV,20285496,65.63888223772301
chrV,20285309,41.40944368698165
chrV,20285117,23.937769949245677
chrV,20284925,11.550908169652766
chrV,20284674,50.788803232532494
chrV,20284034,72.52790168531331
chrV,20283842,18.146739500506406
chrV,20283661,13.176271522874302
chrV,20283582,65.95290106262331
chrV,20283469,90.96586100796196
chrV,20283221,15.270126172176738
chrV,20283215,45.463478334532624
chrV,20282672,49.47769541186173
chrV,20282576,82.94352218557859
chrV,20282442,26.98152517556652
chrV,20282385,7.5135923624712575
chrV,20282276,89.73775300438218
chrV,20282223,16.74321541618191
chrV,20282085,56.91133240219856
chrV,20282006,34.24813656031472
chrV,20281408,78.77263118886661
chrV,20280834,21.828608135626748
chrV,20280377,69.09640259945515
chrV,20279909,47.46713917082156
chrV,20277664,90.22779798867998
chrV,20277250,39.38121340187266
chrV,20275711,36.32321287297519
chrV,20275662,6.269159619235561
chrV,20271661,76.66678648717502
chrV,20271335,94.85579511456908
chrV,20270925,6.886717419692525
chrV,20270053,43.59812881794887
chrV,20269702,96.74158286919
chrV,20266376,16.245489279656802
chrV,20263361,49.546329809810075
chrV,20261221,82.94211550074056
chrV,20260462,86.01361773164678
chrV,20259777,93.33369464099636
chrV,20259186,54.09366528825537
chrV,20258650,64.68474922553432
chrV,20257702,80.03439630969318
chrV,20257067,95.48253249229577
chrV,20256640,78.36007212445837
chrV,20255674,95.90801226235448
chrV,20254650,67.61660242649668
chrV,20254510,7.285601007458006
chrV,20253594,59.692083534396396
chrV,20252862,53.03567764976949
chrV,20251735,29.066259420712978
chrV,20251412,74.76013147050466
chrV,20251079,83.72002354152607
chrV,20246770,29.56244484320149
chrV,20246656,60.894946361601136
chrV,20245404,63.92529065797181
chrV,20244750,45.948677670560045
chrV,20243349,28.79488827793714
chrV,20242682,8.37464077186686
chrV,20242392,64.81806108017344
chrV,20239619,89.12207271756266
chrV,20239091,15.163296427791133
chrV,20238992,13.154038382866638
chrV,20238697,92.25012938748847
chrV,20238634,55.83087168763371
chrV,20238449,33.895648084986725
chrV,20238171,92.78936573002372
chrV,20238071,72.3282438789771
chrV,20237974,62.3798200477757
chrV,20237888,28.328245909171358
chrV,20237743,30.78461052886628
chrV,20236128,7.268975929438432
chrV,20235992,81.9347529063048
chrV,20235902,43.33650263849952
chrV,20235746,70.86655721341303
